time,NimplantOuterVoltage,NimplantInnerVoltage,NimplantQuasiFermiPotential,NimplantDisplacementCurrent,NimplanteCurrent,NimplanthCurrent,NimplantTotalCurrent,NimplantCharge,BSOuterVoltage,BSInnerVoltage,BSQuasiFermiPotential,BSDisplacementCurrent,BSeCurrent,BShCurrent,BSTotalCurrent,BSCharge
0.0,0.0,0.0,0.0,0.0,6.30452969685e-14,5.95912061072e-19,6.30458928806e-14,7.76003191251e-16,-0.1,-0.1,0.0,0.0,-1.18355493969e-14,-5.12103434837e-14,-6.30458928806e-14,-7.76003191251e-16
0.0003125,0.0,0.0,0.0,0.0,1.75370316607e-13,6.07277226853e-19,1.75370923884e-13,9.06035681703e-16,-0.88121875,-0.88121875,0.0,0.0,-1.28033787626e-14,-1.62567545121e-13,-1.75370923884e-13,-9.06035681703e-16
0.00070875,0.0,0.0,0.0,0.0,2.80811984817e-13,6.07314464009e-19,2.80812592131e-13,1.08962743462e-15,-1.871804125,-1.871804125,0.0,0.0,-1.33735198775e-14,-2.67439072254e-13,-2.80812592131e-13,-1.08962743462e-15
0.001211195,0.0,0.0,0.0,0.0,3.98164366186e-13,6.07339511996e-19,3.98164973525e-13,1.33013770345e-15,-3.1278663805,-3.1278663805,0.0,0.0,-1.39263094837e-14,-3.84238664042e-13,-3.98164973525e-13,-1.33013770345e-15
0.00184829526,0.0,0.0,0.0,0.0,5.62684443304e-13,6.07362598675e-19,5.62685050666e-13,1.62934626088e-15,-4.72055332047,-4.72055332047,0.0,0.0,-1.45174964211e-14,-5.48167554245e-13,-5.62685050666e-13,-1.62934626088e-15
0.0026510415876,0.0,0.0,0.0,0.0,7.38301650503e-13,6.07386165312e-19,7.3830225789e-13,1.96806498331e-15,-6.72733886484,-6.72733886484,0.0,0.0,-1.52265326383e-14,-7.23075725251e-13,-7.3830225789e-13,-1.96806498331e-15
0.00366250196038,0.0,0.0,0.0,0.0,9.17158493153e-13,6.07411580658e-19,9.17159100565e-13,2.3474025357e-15,-9.25588865074,-9.25588865074,0.0,0.0,-1.60928234223e-14,-9.01066277142e-13,-9.17159100565e-13,-2.3474025357e-15
0.00493694203007,0.0,0.0,0.0,0.0,1.10929922621e-12,6.07440036486e-19,1.10929983365e-12,2.77093562139e-15,-12.441861381,-12.441861381,0.0,0.0,-1.71484734261e-14,-1.09215136023e-12,-1.10929983365e-12,-2.77093562139e-15
0.00654273651789,0.0,0.0,0.0,0.0,1.31929216151e-12,6.07472272614e-19,1.31929276899e-12,3.24268388369e-15,-16.4561870211,-16.4561870211,0.0,0.0,-1.84377445733e-14,-1.30085502441e-12,-1.31929276899e-12,-3.24268388369e-15
0.00856603757255,0.0,0.0,0.0,0.0,1.550944699e-12,6.0750916533e-19,1.55094530651e-12,3.76759520557e-15,-21.5142373276,-21.5142373276,0.0,0.0,-2.00288293749e-14,-1.53091647714e-12,-1.55094530651e-12,-3.76759520557e-15
0.0111153969014,0.0,0.0,0.0,0.0,1.80796581585e-12,6.07551679782e-19,1.8079664234e-12,4.351766888e-15,-27.8873807138,-27.8873807138,0.0,0.0,-2.20277761295e-14,-1.78593864727e-12,-1.8079664234e-12,-4.351766888e-15
0.0143071947811,0.0,0.0,0.0,0.0,2.09226256036e-12,6.07600547647e-19,2.09226316796e-12,4.99862632e-15,-35.8665562334,-35.8665562334,0.0,0.0,-2.458557351e-14,-2.06767759445e-12,-2.09226316796e-12,-4.99862632e-15
0.0183033257266,0.0,0.0,0.0,0.0,2.40815538887e-12,6.07656862492e-19,2.40815599653e-12,5.71620720483e-15,-45.8564839839,-45.8564839839,0.0,0.0,-2.79759991954e-14,-2.38017999733e-12,-2.40815599653e-12,-5.71620720483e-15
0.02,0.0,0.0,0.0,0.0,2.53206723859e-12,6.07679503405e-19,2.53206784627e-12,5.99739213547e-15,-50.098,-50.098,0.0,0.0,-2.94993889112e-14,-2.50256845736e-12,-2.53206784627e-12,-5.99739213547e-15
0.0250031559437,0.0,0.0,0.0,0.0,2.87076135485e-12,6.07742815443e-19,2.87076196259e-12,6.76448641597e-15,-62.6053895436,-62.6053895436,0.0,0.0,-3.43961675953e-14,-2.836365795e-12,-2.87076196259e-12,-6.76448641597e-15
0.0312671071852,0.0,0.0,0.0,0.0,3.2523494086e-12,6.0781634379e-19,3.25235001642e-12,7.62489003883e-15,-78.2646412522,-78.2646412522,0.0,0.0,-4.17022066072e-14,-3.21064780981e-12,-3.25235001642e-12,-7.62489003883e-15
0.0390594625296,0.0,0.0,0.0,0.0,3.68127686226e-12,6.07901149122e-19,3.68127747017e-12,8.58363994006e-15,-97.7447503777,-97.7447503777,0.0,0.0,-5.36787419865e-14,-3.62759872818e-12,-3.68127747017e-12,-8.58363994006e-15
0.04,0.0,0.0,0.0,0.0,3.73044999445e-12,6.07910974987e-19,3.73045060236e-12,8.69268768258e-15,-100.096,-100.096,0.0,0.0,-5.54350884905e-14,-3.67501551387e-12,-3.73045060236e-12,-8.69268768258e-15
0.0496936900484,0.0,0.0,0.0,0.0,4.21489127033e-12,6.08008055415e-19,4.21489187834e-12,9.75000007926e-15,-124.329255752,-124.329255752,0.0,0.0,-8.01807212628e-14,-4.13471115708e-12,-4.21489187834e-12,-9.75000007926e-15
0.06,0.0,0.0,0.0,0.0,4.71342121532e-12,6.08104381109e-19,4.71342182342e-12,1.07669798195e-14,-150.094,-150.094,0.0,0.0,-1.36647932253e-13,-4.57677389117e-12,-4.71342182342e-12,-1.07669798195e-14
0.0719814008999,0.0,0.0,0.0,0.0,5.54901065436e-12,6.0820931357e-19,5.54901126257e-12,1.18454274988e-14,-180.04630411,-180.04630411,0.0,0.0,-5.03739124949e-13,-5.04527213762e-12,-5.54901126257e-12,-1.18454274988e-14
0.08,0.0,0.0,0.0,0.0,1.10915557558e-11,6.08276385768e-19,1.10915563641e-11,1.25215409823e-14,-200.092,-200.092,0.0,0.0,-5.8137739381e-12,-5.27778242596e-12,-1.10915563641e-11,-1.25215409823e-14
0.0949048627194,0.0,0.0,0.0,0.0,2.99103709999e-11,6.08401951726e-19,2.99103716083e-11,1.3765360262e-14,-237.352666312,-237.352666312,0.0,0.0,-2.45797581607e-11,-5.33061344761e-12,-2.99103716083e-11,-1.3765360262e-14
0.1,0.0,0.0,0.0,0.0,3.5486419926e-11,6.08445222049e-19,3.54864205344e-11,1.41905102734e-14,-250.09,-250.09,0.0,0.0,-3.01528015434e-11,-5.33361899104e-12,-3.54864205344e-11,-1.41905102734e-14
0.118780127026,0.0,0.0,0.0,0.0,5.26025001336e-11,6.1270167687e-19,5.26025007463e-11,1.57575045297e-14,-297.038439554,-297.038439554,0.0,0.0,-4.72636818724e-11,-5.33881887394e-12,-5.26025007463e-11,-1.57575045297e-14
0.12,0.0,0.0,0.0,0.0,5.3556348474e-11,6.08618581866e-19,5.35563490826e-11,1.58592862024e-14,-300.088,-300.088,0.0,0.0,-4.82170017164e-11,-5.33934736621e-12,-5.35563490826e-11,-1.58592862024e-14
